,name,shortname,prename,operation,operation_scope,introduction,legal_representative,actual_controller,office
000011.SZ,深圳市物业发展(集团)股份有限公司,深物业集团,,房地产开发经营，兼营物业管理、房屋租赁、出租车客运、餐饮服务等。,　　房地产开发及商品房销售，商品楼宇的建筑、管理，房屋租赁，建设监理。国内商业、物资供销业(不含专营、专卖、专控商品)。,深圳市物业发展(集团)股份有限公司主营业务为主要服务为从事房地产开发经营，兼营物业管理、房屋租赁、出租车客运、餐饮服务等。主要服务为房地产业务、物业管理业务、房屋租赁业务、餐饮业务、仓储业务。深物业集团与深圳改革开放相伴而生，深耕房地产和物业管理等领域三十余载，综合实力和品牌影响力不断攀升，行业地位逐年提高，历年来荣获多项荣誉和奖项。,刘声向,深圳市人民政府国有资产监督管理委员会 (50.57%),广东省深圳市罗湖区人民南路国贸大厦16层、20层、39层、42层
000012.SZ,中国南玻集团股份有限公司,南玻集团,中国南玻科技控股(集团)股份有限公司,研发、生产制造和销售优质浮法玻璃和工程玻璃、太阳能玻璃和硅材料、光伏电池和组件等可再生能源产品，超薄电子玻璃和显示器件等新材料和信息显示产品，提供光伏电站项目开发、建设、运维一站式服务等。,　　进行平板玻璃、工程玻璃等节能建筑材料，硅材料、光伏组件等可再生能源产品及精细玻璃、结构陶瓷等新型材料和高科技产品的生产、制造和销售（涉及生产许可证、环保批文的项目由各子公司另行申报），为各子公司提供经营决策、管理咨询、市场信息、技术支持与岗位培训等方面的相关协调和服务。,中国南玻集团股份有限公司主营业务包括研发、生产制造和销售优质浮法玻璃和工程玻璃、太阳能玻璃和硅材料、光伏电池和组件等可再生能源产品，超薄电子玻璃和显示器件等新材料和信息显示产品，提供光伏电站项目开发、建设、运维一站式服务等。公司主要产品包括浮法玻璃、光伏玻璃、工程玻璃、电子玻璃、显示器件、太阳能。公司拥有高端浮法玻璃生产工艺的自主知识产权，超薄电子玻璃的技术工艺水平处于国内领先地位，节能玻璃的研发生产与世界先进水平同步。,陈琳,,广东省深圳市南山区蛇口工业六路一号南玻大厦
000013.SZ,,,,,,,,,
000014.SZ,沙河实业股份有限公司,沙河股份,华源实业(集团)股份有限公司,从事房地产开发与经营、现代服务型产业用房运营与管理。,　　在合法取得土地使用权范围内从事房地产开发经营业务；国内商业、物资供销业（不含专营、专控、专卖商品）；兴办实业（具体项目另报）；自有物业租赁。,"沙河实业股份有限公司主要从事房地产开发与经营、现代服务型产业用房运营与管理。公司以房地产开发与经营为主要业务,现已成功开发出荔园新村、祥祺花园、鹿鸣园、宝瑞轩、世纪村、世纪假日广场等10多个住宅、商务项目,面积逾100多万平方米.其中,世纪村通过国家建设部""3A""性能住宅认定,荣获""全国人居优秀推荐楼盘""称号.公司以深圳为依托,积极寻求对外扩张,并在湖南长沙、河南新乡等地开发新项目.公司拥有丰富的土地储备,曾在全国率先实行住宅质量保证书和住宅使用说明制度.连续多年被深圳权威资信机构评为""AAA""级信誉企业和深圳市守法纳税大户,曾获深圳市""文明企业""等多种殊荣。",陈勇,深圳市人民政府国有资产监督管理委员会 (34.02%),广东省深圳市南山区白石路2222号沙河世纪楼
000015.SZ,,,,,,,,,
000016.SZ,康佳集团股份有限公司,康佳集团,深圳康佳电子(集团)股份有限公司,消费类电子业务、工贸业务、环保业务、半导体业务。,　　研究开发、生产经营电视机、冰箱、洗衣机、日用小家电、厨卫电器及其他智能生活电器产品，家庭视听设备，IPTV机顶盒，OTT终端产品，数字电视接收器（含卫星电视广播地面接收设备），数码产品，智能穿戴产品，智能健康产品，智能电子产品，智能开关插座，移动电源，移动通信设备及终端产品，日用电子产品，汽车电子产品，卫星导航系统，智能交通系统，防火防盗报警系统，办公设备，电子计算机，显示器；大屏幕显示设备的制造和应用服务；LED（OLED）背光源、照明、发光器件制造及封装；触摸电视一体机；无线广播电视发射设备；应急广播系统设备；生产经营电子元件、器件，模具，塑胶制品，各类包装材料；设计、上门安装安防产品、监控产品，无线、有线数字电视系统及系统集成，并从事相关产品的技术咨询和服务（上述经营范围中的生产项目，除移动电话外，其余均在异地生产）。从事以上所述产品（含零配件）的批发、零售、进出口及相关配套业务（不涉及国营贸易管理商品，涉及配额、许可证管理及其它专项规定管理的商品，按国家有关规定办理申请）。销售自行开发的技术成果；提供电子产品的维修服务、技术咨询服务;普通货物运输，国内货运代理、国际货运代理，仓储服务；供应链管理；企业管理咨询服务；自有物业租赁和物业管理业务。从事废旧电器电子产品的回收（不含拆解）（由分支机构经营）；以承接服务外包方式从事系统应用管理和维护、信息技术支持管理、银行后台服务、财务结算、人力资源服务、软件开发、呼叫中心、数据处理等信息技术和业务流程外包服务。经营进出口业务；国内贸易；国际贸易（不含专营、专控、专卖商品）；销售安防产品、智能家居产品、门锁、五金制品；代办（移动、联通、电信、广电）委托的各项业务。,康佳集团股份有限公司主营业务是消费类电子业务、工贸业务、环保业务、半导体业务。公司主要产品包括冰箱、洗衣机、空调、冷柜、IC芯片存储、液晶屏等物料开展采购、加工及分销、水务治理、再生资源回收再利用、存储主控芯片的设计及销售等。在品牌方面，康佳品牌在消费者群体具有一定的品牌知名度和名誉度，在银行和其他融资渠道中有良好的品牌资信。2019年，公司自主研发的《数字电视广播系统与核心芯片国产化》项目获得国家科技进步二等奖；《电冰箱食品品质管控的关键技术研发及产业化》获得中国轻工业联合会科学技术进步奖三等奖。本公司开发的“5G+8K多形态直播系统”在2020全球5G应用大赛<中国·深圳>中获得五佳“优秀产品奖”。,周彬,国务院国有资产监督管理委员会 (29.91%),广东省深圳市南山区粤海街道科技园科技南十二路28号康佳研发大厦15-24层
000017.SZ,深圳中华自行车(集团)股份有限公司,深中华,,自行车及锂电池材料业务、珠宝黄金业务。,　　一般经营项目是：研发自行车、电动自行车、电动摩托车、摩托车、电动三轮车、电动四轮车、儿童自行车、健身车、运动器械、机械产品、玩具、电动玩具、电子产品、新能源设备及储电设备（锂电池、电池等）、家用电器及其零配件、电子元器件；上述产品的批发、零售、进出口及相关配套业务（不涉及国营贸易管理商品，涉及配额、许可证管理及其它专项规定管理的商品，按国家有关规定办理申请）；精细化工产品（不含危险品）、碳纤维复合材料的批发、零售；计算机软件的技术开发、转让自行开发的技术成果，并提供相关的技术信息咨询；自有物业租赁；物业管理。（以上项目不涉及国家规定实施准入特别管理措施，涉及限制项目及前置性行政许可的，须取得前置性行政许可文件后方可经营）；珠宝首饰批发；珠宝首饰零售；珠宝首饰制造；供应链管理服务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：生产自行车、电动自行车、电动摩托车、摩托车、电动三轮车、电动四轮车、儿童自行车、健身车、运动器械、机械产品、玩具、电动玩具、电子产品、新能源设备及储电设备（锂电池、电池等）、家用电器及其零配件、电子元器件。（以上项目不涉及国家规定实施准入特别管理措施，涉及限制项目及前置性行政许可的，须取得前置性行政许可文件后方可经营）。,深圳中华自行车(集团)股份有限公司主营业务为自行车及锂电池材料业务、珠宝黄金业务。自行车及锂电池材料业务包括生产、装配、采购、销售自行车及电动自行车，采购、销售、委托加工锂电池材料等；黄金珠宝业务主要提供黄金珠宝垂直领域的供应管理与服务，目前所提供的主要产品或服务是：阿米尼牌自行车、电动自行车、锂电池材料、黄金珠宝。,李海,王胜洪 (19.60%),广东省深圳市罗湖区翠竹街道贝丽北路89号水贝金座大厦8楼
000018.SZ,神州长城股份有限公司,神州长城,深圳中冠纺织印染股份有限公司,建筑装饰工程设计与施工及建筑相关工程施工。,"　　生产经营纺织工业品及所需的原材料,辅料,机械设备,各种面料服装，井提供相关的服务(不含现行许可证管理产品，有许可证按许可证执行)。产品70%外销，在上海市设立分支机构。增加：从琪非配额许可证管理,非专营商品的收购出口业务。",神州长城股份有限公司主营业务是工程建设及医疗健康产业投资与管理。主要产品和服务为装饰工程。,陈略,陈略 (20.82%),四川省内江市东兴区汉安大道西段919号1幢3单元（C幢）12楼1206号
000019.SZ,深圳市深粮控股股份有限公司,深粮控股,深圳市深宝实业股份有限公司,批发零售业务、食品加工制造业务、租赁及商务服务业务。,　　一般经营项目：粮油收购和销售、粮油储备；粮油及制品经营及加工；生产茶叶、茶制品、茶及天然植物提取物、食品罐头、饮料、土产品(生产场所营业执照另行申办)；饲料的经营及加工（以外包的方式经营）；粮油物流、饲料物流、茶园等项目投资、经营管理及开发；饲料、茶叶销售；仓储服务；粮食流通服务；现代粮食供应链服务；粮油、茶、植物产品、软饮料和食品的技术开发、技术服务；电子商务及信息化建设，信息技术开发及配套服务；投资兴办实业（具体项目另行申报）；国内贸易；经营进出口业务；在合法取得使用权的土地上从事房地产开发经营；自有物业的开发、经营、租售、管理；物业管理；为酒店提供管理服务。(以上涉及国家法律、行政法规、国务院决定规定须报经审批的项目，须经审批后方可经营)。许可证经营项目：预包装食品（不含复热预包装食品）的批发（非实物方式）；信息服务业务（仅限互联网信息服务业务）；普通货运、专业运输（冷藏保鲜）。,深圳市深粮控股股份有限公司的主营业务为批发零售业务、食品加工制造业务、租赁及商务服务业务。公司的主要产品为饮料、调味品、茶制品、商品房、物业租赁。公司在行业内率先推进仓储管理的“标准化、机械化、信息化、无害化”建设，自主开发“粮食物流信息系统”（深粮GLS），应用RFID技术、滑托盘设备，并引进智能码垛设备，提升粮库作业效率和管理效能。公司先后承担多项国家级课题研究，多个信息化项目成果获得国家、省、市级奖励，已开发完成并正常运行的信息系统超过30个。,胡翔海,深圳市人民政府国有资产监督管理委员会 (66.59%),广东省深圳市福田区福虹路9号世贸广场A座13楼
000020.SZ,深圳中恒华发股份有限公司,深华发,深圳华发电子股份有限公司,精密注塑件的加工、销售;液晶显示器的加工、销售;轻型包装材料的加工、销售以及物业租赁业务。,　　生产经营各种彩色电视机、液晶显示器、液晶显示屏（在分支机构生产经营）、收录机、音响设备、电子表、电子游戏机、电脑等各类电子产品及配套的印制线路板、精密注塑件、轻型包装材料（在武汉生产经营）、五金件（含工模具），电镀及表面处理、焊锡丝，房地产开发经营（深房地产第7226760号），物业管理。,深圳中恒华发股份有限公司的主营业务是精密注塑件的加工、销售;液晶显示器的加工、销售;轻型包装材料的加工、销售以及物业租赁业务。公司的主要产品为显示器、注塑件、EPS产品、物业租赁、废料收入、水电费及其他。,李中秋,李中秋 (22.49%),广东省深圳市福田区华发北路411栋华发大厦东座6楼
000021.SZ,深圳长城开发科技股份有限公司,深科技,深圳开发科技股份有限公司,致力于为全球客户提供技术研发、工艺设计、生产加工、采购管理、物流支持等电子产品制造服务。,　　开发、生产、经营计算机软、硬件系统及其外部设备、通讯设备、电子仪器仪表及其零部件、元器件、接插件和原材料，生产、经营家用商品电脑及电子玩具(以上生产项目均不含限制项目)；金融计算机软件模型的制作和设计、精密模具CAD/CAM技术、节能型自动化机电产品和智能自动化控制系统办公自动化设备、激光仪器、光电产品及金卡系统、光通讯系统和信息网络系统的技术开发和安装工程。商用机器(含税控设备、税控系统)、机顶盒、表计类产品(水表、气表等)、网络多媒体产品的开发、设计、生产、销售及服务；金融终端设备的开发、设计、生产、销售、技术服务、售后服务及系统集成。经营进出口业务；普通货运；房屋、设备及固定资产租赁；LED照明产品的研发、生产和销售，合同能源管理；节能服务、城市亮化、照明工程的设计、安装、维护。医疗器械产品的生产和销售。,深圳长城开发科技股份有限公司的主营业务为致力于为全球客户提供技术研发、工艺设计、生产加工、采购管理、物流支持等电子产品制造服务。业务主要涵盖存储半导体封测、计量系统及相关业务的研发生产以及数据存储、消费电子、医疗电子设备、新能源汽车电子等各类高端电子产品的先进制造服务，并积极布局新能源、新型智能产品等新兴产业。在计算机与存储以及电子制造行业拥有多年的技术沉淀和工程制造经验积累，以及国际化的管理团队和海外网络，在行业内处于领先地位，尤其是精密制造行业的自动化设备的研发制造能力和精细化管理水平，已在本行业具备核心竞争力。,周庚申(代),国务院国有资产监督管理委员会 (28.18%),广东省深圳市福田区彩田路7006号
000023.SZ,深圳市天地(集团)股份有限公司,深天地,深圳市天地实业股份有限公司,商品混凝土的生产和销售、房地产的开发及物业管理等。,"　　一般经营项目：商品混凝土及其原材料的生产、销售(具体生产场地执照另行申办);水泥制品的生产、销售(具体生产场地执照另行申办);在合法取得土地使用权的地块上从事房地产开发;物流服务;机电设备维修;物业管理;投资兴办实业(具体项目另行申报);国内商业、物资供销业(不含专营、专控、专卖商品及限制项目);经营进出口业务(按深府办函【1994】278号文执行)。许可经营项目：
普通货运,货物专用运输(罐式)(凭道路运输经营许可证经营)。","深圳市天地(集团)股份有限公司主营业务是混凝土的生产和销售、房地产的开发与销售。连云港天地国际公馆继续开发建设及销售工作,工程进度正常,销售情况良好;西安天地时代广场项目的自有商业物业继续对外出租,为公司贡献稳定的利润和现金流,上述两个异地项目荣获国家及省级多项奖项,在当地树立了天地地产品牌。",林思存,林宏润 (27.39%),广东省深圳市福田区深南大道西农园路西东海国际中心(一期)B栋26楼1号
000024.SZ,招商局地产控股股份有限公司,招商地产,招商局蛇口控股股份有限公司,房地产开发经营、公用事业(供应电)和物业管理。,　　房地产开发经营、科研技术服务。,"招商局地产控股股份有限公司是香港招商局集团三大核心产业之一的地产业旗舰公司,也是中国最早的房地产公司之一.主营交通运输、工业制造、金融保险、对外贸易、房地产、邮电通讯、旅游、文艺演出、有限广播电视业务、酒店和其它各类企业的投资和管理;码头、仓储服务;水陆建筑工程;所属企业产品的销售和所需设备、原材料、零配件的供应和销售;举办体育比赛;提供与上述业务有关的技术、经营、法律咨询和技术、信息服务.目前已成为一家集开发、物业管理有机配合、物业品种齐全的房地产业集团,形成了以深圳为核心,以珠三角、长三角和环渤海经济带为重点经营区域的市场格局,公司总结出一套注重生态、强调可持续发展的""绿色地产""企业发展理念,并成功开创了国内的社区综合开发模式,是国资委重点扶持的5家房地产企业之一,并因旗下租赁、供电、供水等业务所带来的丰厚经常性利润,被誉为""最具抗风险能力的开发商""之一.
　　获得中国房地产研究会、中国房地产业协会与中国房地产测评中心评选的“2013中国房地产开发企业20强”、“2013中国房地产开发企业经营绩效10强”、“2013中国房地产开发企业综合发展10强”称号；连续十一年蝉联由国务院发展研究中心企业研究所、清华大学房地产研究所和中国指数研究院评选的“2013沪深上市房地产公司综合实力TOP10”，并获得“2013沪深上市房地产公司财富创造能力TOP10”和“2013沪深上市房地产公司投资价值TOP10”；连续九年获由《经济观察报》和新浪乐居联合评选的“中国蓝筹地产企业”称号；获得由《21世纪经济报道》评选的“中国企业公民大奖”，由《21世纪经济报道》、21世纪GNH研究中心评选的“2013年度中国最佳幸福社区实践案例奖”。",孙承铭,国务院国有资产监督管理委员会 (51.89%),广东省深圳市南山区蛇口兴华路6号南海意库3号楼
000025.SZ,深圳市特力(集团)股份有限公司,特力A,深圳市特力机电股份有限公司,珠宝服务业务；商业运营管理；汽车销售、检测、维修及配件销售。,　　投资兴办实业（具体项目另行申报）；国内商业、物资供销业（不含专营、专控、专卖商品）；自有物业租赁与管理。自营本公司及所属企业自产产品、自用生产材料、金属加工机械、通用零件的进出口业务、进出口业务按深贸管证字第０９８号外贸审定证书办理。,深圳市特力(集团)股份有限公司的主营业务为珠宝服务业务；商业运营管理；汽车销售、检测、维修及配件销售。公司的主要产品为汽车销售、汽车维修及检测、珠宝批发及零售、物业租赁及服务；公司位于水贝、布心片区最大业主地位。,富春龙,深圳市人民政府国有资产监督管理委员会 (29.98%),广东省深圳市罗湖区水贝二路特力大厦3、4楼
000026.SZ,飞亚达精密科技股份有限公司,飞亚达,飞亚达(集团)股份有限公司,"钟表及其零配件的设计、开发、制造、销售和维修业务，包括""飞亚达""表的产品经营和世界名表的商业连锁销售。",　　生产经营各种指针式机械表、石英表及其机芯、零部件、各种计时仪器、加工批发K金首饰表、智能手表；国内商业、物资供销（不含专营、专控、专卖商品）；物业管理及物业租赁；设计服务；精密计时器及其零配件和其它精密零配件的研发、设计、生产、销售和技术服务；自营进出口业务（按深贸管登证字第2007-072号文执行）等。,"飞亚达精密科技股份有限公司主营业务是钟表及其零配件的设计、开发、制造、销售和维修业务，包括""飞亚达""表的产品经营和世界名表的商业连锁销售。主营业务为手表零售服务业务、手表品牌业务、精密制造业务、租赁业务等。公司是国家技术创新示范企业、国家级工业设计中心和国家认定的企业技术中心、工信部认定的“两化”融合贯标单位,下属制造型企业均为国家级高新技术企业。",张旭华,国务院国有资产监督管理委员会 (39.02%),广东省深圳市南山区高新南一道飞亚达科技大厦20楼
000027.SZ,深圳能源集团股份有限公司,深圳能源,深圳能源投资股份有限公司,各种常规能源和新能源的开发、生产、购销，投资和经营与能源相关的原材料的开发和运输、港口、码头和仓储工业等。,　　各种常规能源和新能源的开发、生产、购销；投资和经营能提高能源使用效益的高科技产业；投资和经营与能源相关的原材料的开发和运输、港口、码头和仓储工业等；经营和进出口本公司能源项目所需的成套设备、配套设备、机具和交通工具等；投资和经营与能源相配套的地产、房产业和租赁等产业；各种能源工程项目的设计、施工、管理和经营，以及与能源工程相关的人员培训、咨询及其他相关服务业务；环保技术开发、转让和服务；物业管理、自有物业租赁；在合法取得土地使用权范围内从事房地产开发经营；从事信息系统运营维护，系统集成，软件开发的信息技术服务；计算机软硬件、电子产品、耗材、办公设备的销售与租赁；能提高社会经济效益的其他业务。,"深圳能源集团股份有限公司的主营业务为各种常规能源和新能源的开发、生产、购销,以及城市固体废物处理、城市燃气供应和废水处理等。公司的主要产品包括电力、燃气、蒸汽、运输。",李英峰,深圳市人民政府国有资产监督管理委员会 (49.01%),广东省深圳市福田区金田路2026号能源大厦北塔楼9层、29-31层、34-41层
000028.SZ,国药集团一致药业股份有限公司,国药一致,深圳一致药业股份有限公司,医药分销和医药零售。,　　中药饮片、中成药、化学原料药、化学药制剂、抗生素原料药、抗生素制剂、生化药品、生物制品（含疫苗和体外诊断试剂）、第二类精神药品（制剂）、麻醉药品、第一类精神药品（区域批发型企业）、医疗用毒性药品、蛋白同化制剂、肽类激素的批发和零售；保健食品经营；咨询服务；投资兴办实业（具体项目另行申报）；国内商业、物资供销业（不含专营、专控、专卖商品）；救护车销售；经营二类、三类医疗器械；项目投资；自有物业管理、出租；医药信息咨询；停车场经营；普通货运，提供医药咨询服务，对医药配送的投资，仓储，装卸搬运，代办打包服务，物流方案设计；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）,"国药集团一致药业股份有限公司是集制药工业、医药批发、零售连锁为一体的医药上市公司,控股股东为国药控股有限公司.主要经营医药企业受托管理、资产重组,医药实业投资项目的咨询服务,举办医疗器械的展览展销,中药材、中成药、中药饮片、化学原料药、化学药制剂、抗生素、生化药品、生物制品的批发(经营期限以许可证为准).公司坚持走研发、制药、分销、物流、零售一体化发展道路,旗下拥有致君制药、万乐公司、一致药店等公司,其中一致药店为国内最大规模的连锁药店之一，公司属下国大药房是全国销售规模领先的医药零售企业，是国内少数拥有全国性直营药品零售网络的企业之一。",林兆雄,国务院国有资产监督管理委员会 (19.36%),广东省深圳市福田区八卦四路15号一致药业大厦
000029.SZ,深圳经济特区房地产(集团)股份有限公司,深房集团,,住宅地产开发。,　　从事房地产开发及商品房销售、物业租赁及管理、商品零售及贸易、酒店业务、设备安装及维修、建筑、室内装修等业务。,深圳经济特区房地产(集团)股份有限公司主要从事住宅地产开发。作为深圳市房地产开发企业的先行者，公司曾在中国房地产开发史上创造了多个“第一”，包括：第一个有偿使用国有土地；第一个引入外资合作开发土地；第一个采用楼宇预售手段筹集开发资金；第一个按国际惯例实行建设工程公开招标；第一个成立物业管理公司对开发的楼宇、住宅进行全方位管理。,唐小平,深圳市人民政府国有资产监督管理委员会 (62.13%),广东省深圳市罗湖区人民南路深房广场47层
